committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2017,YE,201801189090432365,23,B664638,1198125,CCM,CAMPAIGN COMMITTEE,C00495846,C00495846,ANN WAGNER FOR CONGRESS,MO,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-09-11 00:00:00,1000.00,H,HOUSE,02,H2MO02102,"WAGNER, ANN",ANN,WAGNER,,,,MO,MISSOURI,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-19 01:52:07.021,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4011820181502905506,BALLWIN,63022,CONTRIBUTIONS,,2018,SB,4011820181502916944,http://docquery.fec.gov/cgi-bin/fecimg/?201801189090432365,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2017,YE,201801189090432365,23,B664640,1198125,CCM,CAMPAIGN COMMITTEE,C00344051,C00344051,BILL NELSON FOR U S SENATE,FL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-09-11 00:00:00,1000.00,S,SENATE,,S8FL00166,"NELSON, BILL",BILL,NELSON,,,,FL,FLORIDA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-19 01:52:09.641,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4011820181502905506,MELBOURNE,32935,CONTRIBUTIONS,,2018,SB,4011820181502916946,http://docquery.fec.gov/cgi-bin/fecimg/?201801189090432365,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2017,YE,201801189090432365,23,B664637,1198125,PAC,POLITICAL ACTION COMMITTEE,C00493700,C00493700,BLUE HEN PAC,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-09-11 00:00:00,1000.00,,,,,,,,,,,,,P2017,NOT APPLICABLE,PRIMARY,2017,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-19 01:52:09.641,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4011820181502905506,WASHINGTON,20003,CONTRIBUTIONS,,2018,SB,4011820181502916948,http://docquery.fec.gov/cgi-bin/fecimg/?201801189090432365,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2017,YE,201801189090432373,23,B677748,1198125,CCM,CAMPAIGN COMMITTEE,C00435099,C00435099,BILL FOSTER FOR CONGRESS COMMITTEE,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-12-18 00:00:00,1000.00,H,HOUSE,11,H8IL14067,"FOSTER, WILLIAM G",WILLIAM,FOSTER,G,,,IL,ILLINOIS,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-19 01:52:10.796,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4011820181502905506,WASHINGTON,20003,CONTRIBUTIONS,,2018,SB,4011820181502916996,http://docquery.fec.gov/cgi-bin/fecimg/?201801189090432373,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2018,M2,201802159094568150,23,B679679,1208597,CCM,CAMPAIGN COMMITTEE,C00349217,C00349217,CARPER FOR SENATE,DE,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-01-31 00:00:00,1000.00,S,SENATE,,S8DE00079,"CARPER, TOM",TOM,CARPER,,,,DE,DELAWARE,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-22 01:55:41.692,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4021520181504703269,WILMINGTON,19805,CONTRIBUTIONS,,2018,SB,4022120181514378078,http://docquery.fec.gov/cgi-bin/fecimg/?201802159094568150,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2018,M2,201802159094568150,23,B679675,1208597,CCM,CAMPAIGN COMMITTEE,C00640623,C00640623,DOUG JONES FOR SENATE COMMITTEE,AL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-01-31 00:00:00,1000.00,S,SENATE,,S0AL00156,"JONES, DOUG",DOUG,JONES,,,,AL,ALABAMA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-22 01:55:23.656,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4021520181504703269,BIRMINGHAM,35213,CONTRIBUTIONS,,2018,SB,4022120181514378080,http://docquery.fec.gov/cgi-bin/fecimg/?201802159094568150,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2018,M3,201803199096590660,23,B680787,1214410,CCM,CAMPAIGN COMMITTEE,C00495846,C00495846,ANN WAGNER FOR CONGRESS,MO,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-02-21 00:00:00,1000.00,H,HOUSE,02,H2MO02102,"WAGNER, ANN",ANN,WAGNER,,,,MO,MISSOURI,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-03-20 01:36:40.966,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4031920181518971295,BALLWIN,63022,CONTRIBUTIONS,,2018,SB,4031920181519006827,http://docquery.fec.gov/cgi-bin/fecimg/?201803199096590660,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2018,M4,201804169108264957,23,B681943,1224048,CCM,CAMPAIGN COMMITTEE,C00336388,C00336388,CAPUANO FOR CONGRESS COMMITTEE,MA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-03-08 00:00:00,1000.00,H,HOUSE,07,H8MA08071,"CAPUANO, MICHAEL E",MICHAEL,CAPUANO,E,,,MA,MASSACHUSETTS,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-04-20 01:34:55.332,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4041620181525935388,SOMERVILLE,02144,CONTRIBUTIONS,,2018,SB,4041920181526174539,http://docquery.fec.gov/cgi-bin/fecimg/?201804169108264957,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2018,M4,201804169108264958,23,B681946,1224048,CCM,CAMPAIGN COMMITTEE,C00495358,C00495358,KAINE FOR VIRGINIA,VA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-03-08 00:00:00,1000.00,S,SENATE,,S2VA00142,"KAINE, TIM",TIM,KAINE,,,,VA,VIRGINIA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-04-20 01:34:51.711,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4041620181525935388,ALEXANDRIA,22314,CONTRIBUTIONS,,2018,SB,4041920181526174545,http://docquery.fec.gov/cgi-bin/fecimg/?201804169108264958,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2018,M5,201805159112035976,23,B685291,1231245,CCM,CAMPAIGN COMMITTEE,C00507368,C00507368,BEATTY FOR CONGRESS,OH,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-04-20 00:00:00,1000.00,H,HOUSE,03,H2OH03125,"BEATTY, JOYCE",JOYCE,BEATTY,,,,OH,OHIO,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-16 01:30:12.681,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4051520181565769060,COLUMBUS,43215,CONTRIBUTIONS,,2018,SB,4051520181565777408,http://docquery.fec.gov/cgi-bin/fecimg/?201805159112035976,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2018,M5,201805159112035976,23,B685285,1231245,CCM,CAMPAIGN COMMITTEE,C00411587,C00411587,BEN CARDIN FOR SENATE,MD,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-04-20 00:00:00,1000.00,S,SENATE,,S6MD03177,"CARDIN, BENJAMIN",BENJAMIN,CARDIN,,,,MD,MARYLAND,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-16 01:30:25.228,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4051520181565769060,CATONSVILLE,21228,CONTRIBUTIONS,,2018,SB,4051520181565777410,http://docquery.fec.gov/cgi-bin/fecimg/?201805159112035976,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2018,M5,201805159112035977,23,B685289,1231245,CCM,CAMPAIGN COMMITTEE,C00551275,C00551275,FRENCH HILL FOR ARKANSAS,AR,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-04-20 00:00:00,1000.00,H,HOUSE,02,H4AR02141,"HILL, FRENCH",FRENCH,HILL,,,,AR,ARKANSAS,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-16 01:30:21.036,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4051520181565769060,LITTLE ROCK,72217,CONTRIBUTIONS,,2018,SB,4051520181565777416,http://docquery.fec.gov/cgi-bin/fecimg/?201805159112035977,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2018,M5,201805159112035977,23,B685286,1231245,CCM,CAMPAIGN COMMITTEE,C00573949,C00573949,JOSH GOTTHEIMER FOR CONGRESS,NJ,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-04-20 00:00:00,1000.00,H,HOUSE,05,H6NJ05171,"GOTTHEIMER, JOSH",JOSH,GOTTHEIMER,,,,NJ,NEW JERSEY,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-16 01:30:12.681,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4051520181565769060,RIDGEWOOD,07451,CONTRIBUTIONS,,2018,SB,4051520181565777418,http://docquery.fec.gov/cgi-bin/fecimg/?201805159112035977,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2018,M6,201806199113742689,23,B687462,1238799,CCM,CAMPAIGN COMMITTEE,C00640623,C00640623,DOUG JONES FOR SENATE COMMITTEE,AL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-05-16 00:00:00,1000.00,S,SENATE,,S0AL00156,"JONES, DOUG",DOUG,JONES,,,,AL,ALABAMA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-06-20 01:30:13.975,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4061920181570797462,BIRMINGHAM,35213,CONTRIBUTIONS,,2018,SB,4061920181570813383,http://docquery.fec.gov/cgi-bin/fecimg/?201806199113742689,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2018,M7,201807189115753635,23,B689053,1249911,CCM,CAMPAIGN COMMITTEE,C00551275,C00551275,FRENCH HILL FOR ARKANSAS,AR,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2018-06-01 00:00:00,1000.00,H,HOUSE,02,H4AR02141,"HILL, FRENCH",FRENCH,HILL,,,,AR,ARKANSAS,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-20 01:31:11.487,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4071820181576221299,LITTLE ROCK,72217,CONTRIBUTIONS,,2018,SB,4071920181576413234,http://docquery.fec.gov/cgi-bin/fecimg/?201807189115753635,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2017,MY,201707219067016833,23,B640745,1174274,CCM,CAMPAIGN COMMITTEE,C00492645,C00492645,FRIENDS OF CHRIS MURPHY,CT,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-01-31 00:00:00,1000.00,S,SENATE,,S2CT00132,"MURPHY, CHRISTOPHER",CHRISTOPHER,MURPHY,,,,CT,CONNECTICUT,P2018,CONVENTION,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-26 02:17:47.458,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4072120171426356942,CHESHIRE,06410,CONTRIBUTIONS,,2018,SB,4072520171432855653,http://docquery.fec.gov/cgi-bin/fecimg/?201707219067016833,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2017,MY,201707219067016834,23,B648406,1174274,CCM,CAMPAIGN COMMITTEE,C00459461,C00459461,FRIENDS OF DENNIS ROSS,FL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-05-25 00:00:00,1000.00,H,HOUSE,15,H0FL12101,"ROSS, DENNIS",DENNIS,ROSS,,,,FL,FLORIDA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-26 02:18:25.845,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4072120171426356942,LAKELAND,33807,CONTRIBUTIONS,,2018,SB,4072520171432855657,http://docquery.fec.gov/cgi-bin/fecimg/?201707219067016834,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2017,MY,201707219067016835,23,B648914,1174274,CCM,CAMPAIGN COMMITTEE,C00435099,C00435099,BILL FOSTER FOR CONGRESS COMMITTEE,IL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-06-01 00:00:00,1000.00,H,HOUSE,11,H8IL14067,"FOSTER, WILLIAM G",WILLIAM,FOSTER,G,,,IL,ILLINOIS,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-26 02:17:03.256,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4072120171426356942,AURORA,60598,CONTRIBUTIONS,,2018,SB,4072520171432855665,http://docquery.fec.gov/cgi-bin/fecimg/?201707219067016835,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,2017,MY,201707219067016836,23,B643063,1174274,CCM,CAMPAIGN COMMITTEE,C00608398,C00608398,JOHN KENNEDY FOR US,LA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,CONTRIBUTION,,,2017-03-10 00:00:00,1000.00,S,SENATE,,S4LA00065,"KENNEDY, JOHN N",JOHN,KENNEDY,N,,,LA,LOUISIANA,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-26 02:16:27.305,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4072120171426356942,METAIRIE,70006,CONTRIBUTIONS,,2018,SB,4072520171432855669,http://docquery.fec.gov/cgi-bin/fecimg/?201707219067016836,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
